id,price
0,98.45047895947862
1,105.69812520268484
2,119.13407479168372
3,155.89434461362708
4,176.14225373525014
5,196.21238605260703
6,213.3949208926968
7,149.74891256317758
8,144.3404798173709
9,101.78127161306764
10,193.43592734447756
11,239.7620030610913
12,158.6402262605315
13,127.42832531020184
14,327.25216247523025
15,82.52602837001886
16,133.95558838618118
17,252.2017440348308
18,137.29824415032735
19,118.42206970565204
20,287.49364587492664
21,139.40502946142814
22,252.0641798367032
23,194.90296709748677
24,133.432510170102
25,193.27733842175377
26,156.6277097092457
27,169.65401171671527
28,128.4281815421235
29,227.84036761446112
30,182.87878656196747
31,88.72782254428726
32,139.7019739373116
33,132.38876747502317
34,243.18023021225304
35,115.0694887319148
36,149.0267294038863
37,114.9063019641513
38,266.70092346187806
39,195.95757809173955
40,94.3401856000522
41,141.80429172540573
42,146.73269221625637
43,328.0196921937053
44,252.1978896295105
45,168.20264372386674
46,239.7895566386511
47,89.41638940881018
48,115.44847633257042
49,244.452108402666
50,146.54636319823751
51,163.5761251952134
52,115.58615680859376
53,62.57513190517944
54,131.55374004920455
55,143.30872751255538
56,176.64621191184656
57,108.82393958905404
58,161.29278895536484
59,215.81724473773212
60,281.11190381965
61,287.4356947605582
62,109.06619103152762
63,148.88631409269888
64,300.97276176390824
65,110.67357240609448
66,117.85736454171764
67,154.48917641889284
68,105.18770987304984
69,434.9085131467466
70,104.51105829035924
71,445.7162196575712
72,197.07316751923477
73,155.37379897242948
74,136.33208364941572
75,92.72771078932432
76,138.68087551232273
77,161.80014078907982
78,104.35260606413291
79,150.15693250541116
80,117.22274608267988
81,91.21030634201968
82,100.29859787755376
83,64.04968287573864
84,229.0925708463985
85,172.2187112594029
86,96.41800022440832
87,145.37158044879064
88,320.9928228128328
89,203.394032554264
90,216.986676847989
91,142.42568998342966
92,207.59865929662288
93,91.09859365028682
94,186.33731304396431
95,215.74021944365532
96,114.58946776154536
97,105.9111627718224
98,178.9042051022294
99,160.3558886077843
100,186.6746118039023
101,107.08131632240008
102,183.7018223213435
103,121.13499082866984
104,137.97337515999044
105,114.76893164821838
106,40.5555179993577
107,175.33184154506984
108,167.45781161468332
109,180.3727220799431
110,139.30003434424796
111,101.44021140146003
112,208.55670344312512
113,125.16495329654454
114,66.77399541360391
115,161.5512681211351
116,222.97122321064225
117,122.48678900935174
118,68.43318207595111
119,128.6093605105454
120,300.63334298481567
121,198.17174469587488
122,51.96801223165658
123,94.65273961767156
124,120.99907206821489
125,191.12925615500305
126,322.22859449225024
127,232.40347870358605
128,124.49807719541536
129,113.90596003045398
130,165.78106929908495
131,161.74549123756574
132,170.23784089190204
133,166.75206559944627
134,73.08727865843355
135,225.5330848988074
136,213.01274479681663
137,61.49870759392595
138,98.61948267328113
139,90.01446069712381
140,249.820235290056
141,176.05969909918116
142,211.12416883116072
143,130.5947928326322
144,208.79650956063912
145,93.2697763742886
146,79.0705516940039
147,93.3678638291852
148,152.88720387479248
149,125.76999143536892
150,75.01856673389908
151,68.45724550132873
152,209.13358252508613
153,426.9770051869125
154,149.22178779819038
155,169.1116835470277
156,121.81706381312053
157,178.9390508594878
158,89.83396018403074
159,80.1624835498227
160,132.42513592318582
161,323.421723093815
162,158.33497304874103
163,68.35670520676871
164,213.68541814232995
165,228.2332506471194
166,194.0647594680575
167,102.09803382818824
168,162.46267268436546
169,191.66295647105008
170,274.8785264762509
171,184.59078173452065
172,166.54569352200423
173,175.72954076370303
174,155.78758861546498
175,170.89882010231838
176,179.96971547554466
177,116.56154039759352
178,126.28024588526736
179,131.5930686295411
180,199.01439739596825
181,105.45928846582405
182,84.42489765939744
183,146.30075545703593
184,181.3110307362468
185,361.8461346710693
186,223.693270441185
187,184.35584423621012
188,140.46731328355764
189,190.4893057397135
190,192.62122292405328
191,137.0883700596087
192,284.02927574248486
193,73.42053578506277
194,129.2837435238175
195,127.07224953228958
196,155.1743463567171
197,114.30789088041446
198,363.7114752641253
199,65.08846752910573
200,199.09068659481824
201,401.4761374876918
202,270.919445069535
203,142.27384301693886
204,167.13928439432686
205,195.28571671506515
206,209.3195915513738
207,138.66656908588465
208,107.82152209722788
209,173.66396805212312
210,177.90067239416146
211,91.25455395814048
212,103.20282743318488
213,249.8764578119061
214,207.8931249997389
215,231.72630153899215
216,90.40391363672484
217,140.14369696126118
218,167.43419627027248
219,156.73422426515714
220,165.07558028902784
221,200.05990023129988
222,156.8597603714566
223,167.06742848078525
224,199.90632144982357
225,115.7486160122086
226,121.63249539531128
227,148.7158284034367
228,159.5258724383927
229,142.5492738440071
230,165.19479720680394
231,168.89023666753735
232,126.79867324193155
233,130.81879920244097
