id,price
0,93.45686621072502
1,93.62224607289458
2,118.66157122357326
3,153.86642328367662
4,169.78712646765783
5,196.10466527325823
6,223.57842092133063
7,140.65476855253442
8,141.16041223750975
9,106.00272133197886
10,191.70601019277163
11,218.24957054554983
12,176.17648936286477
13,133.7897191492357
14,405.4338649942022
15,84.12937590381355
16,121.50803068396011
17,263.6552677047875
18,140.799026471481
19,117.0033513869138
20,274.2319791181697
21,134.10418297339703
22,276.65076883688
23,190.90473747253063
24,138.32614812808066
25,177.94878210036435
26,160.0942671625478
27,166.42746537181256
28,131.66035351758472
29,216.8979463968471
30,181.5794872137562
31,96.31567399465084
32,129.84644441647222
33,123.73651712106307
34,231.0305510909943
35,108.5209509117136
36,137.1047498788311
37,104.86758524211668
38,267.7956935829695
39,190.98155827425444
40,81.07811422003934
41,119.7202976551029
42,140.23276896918404
43,322.3153534484557
44,253.2071617744967
45,167.92154453581796
46,216.3182777242945
47,82.9365562597875
48,100.52192392475544
49,246.3910274630936
50,164.29252560044634
51,178.4214513665978
52,117.16092245697143
53,59.11512256220817
54,127.26959308789412
55,144.80373560876905
56,171.8239320783043
57,88.37909896050657
58,151.99287435944916
59,206.8600428396926
60,271.3589499173012
61,264.54480957564977
62,119.48331312816543
63,160.01181256838404
64,268.5420197639451
65,107.05718945441244
66,124.68650010548107
67,148.54219118344813
68,98.32862832790904
69,433.002924822237
70,109.84816817347696
71,484.0474703570096
72,182.70257957690373
73,142.11071841787597
74,127.65672820779724
75,81.31184787139902
76,133.58922469573525
77,154.0758216092637
78,103.20428512635172
79,141.7760610965426
80,102.61177593531984
81,95.11557239079704
82,102.96478854039128
83,62.06914036719678
84,248.5442205394378
85,167.9411807570737
86,93.01750648034424
87,131.89105105856038
88,292.8541899426388
89,200.1092693740356
90,199.70844310913213
91,125.54922374089958
92,211.80722027860887
93,95.17702384525738
94,187.30519642047147
95,212.8515422655001
96,98.84617915246577
97,104.86003546455878
98,156.1040050120174
99,162.3049957600836
100,193.2743431952757
101,116.91121759137266
102,181.4463957848853
103,67.71290937080292
104,129.16141270026392
105,100.088161052282
