price,id
168.58109443166367,0
225.69846531465765,1
149.45459890617727,2
164.5675532779235,3
168.14419311236114,4
176.14982736717167,5
219.56825133889285,6
167.1356493189387,7
160.9769709379677,8
91.50737141334898,9
170.58321990827943,10
244.04182571155846,11
175.71382500372152,12
196.15872575700368,13
209.38527388264433,14
101.66406005133544,15
187.9114946241418,16
203.46082830665733,17
166.67154343520156,18
126.51858216241219,19
181.0727572305118,20
135.41066746330037,21
163.74231026341658,22
165.99724196368035,23
190.75988180300533,24
118.90528944670838,25
112.51271316221768,26
171.28609213312893,27
189.02194653884155,28
166.18891756513293,29
158.0648993304798,30
107.1649327986062,31
169.2377104787453,32
147.81079103737676,33
174.18022039263295,34
130.14830754317785,35
170.16224758332984,36
157.07821980731293,37
178.49891198261665,38
150.98165512175103,39
87.94977253479192,40
154.452369780753,41
181.13705529344492,42
221.58725234804737,43
193.00708772623085,44
208.65634780953687,45
244.08262801587333,46
106.06497774075233,47
122.92150485717426,48
179.86302334527963,49
226.12405042208746,50
171.54900332687174,51
155.678774590067,52
112.71075523523605,53
147.17755676738545,54
153.48894346318124,55
129.69301003538197,56
135.78891654876278,57
202.23051912586223,58
218.49378121861494,59
212.45174909293567,60
221.85612105158006,61
225.3772929476395,62
152.1649848470169,63
218.86371864449777,64
98.3181407308662,65
148.9280076453376,66
169.8661835299509,67
143.5160912280014,68
201.4884851752991,69
153.05324419163904,70
235.555364088691,71
203.5884009710285,72
169.32550890701967,73
127.59905885679828,74
121.97155741610675,75
182.4150327248336,76
157.4138501681128,77
149.32526386002138,78
178.1430281254239,79
135.1107796727945,80
152.45486103262735,81
89.05246390804874,82
125.75981011449088,83
237.15300887520112,84
166.91097381232348,85
171.33300852231423,86
158.49849979818444,87
193.5579555363347,88
157.77640225174213,89
159.2426031662997,90
168.28815092736417,91
173.07929798002345,92
115.36744902943484,93
206.03631089245968,94
171.58008204704248,95
156.4804295955704,96
105.47176865511854,97
176.5803345726442,98
218.9284974928596,99
216.21144974190406,100
144.95736876439526,101
175.4800254277618,102
129.98005131430222,103
196.24057300713372,104
179.09768598681634,105
126.5502323978966,106
182.939831065082,107
135.36755429191604,108
167.443939422148,109
164.59000115505017,110
166.05101711797147,111
112.15253047135492,112
165.90301724287644,113
146.96063112521114,114
191.15518052399048,115
170.29234281642525,116
151.77553597005456,117
103.55769884287444,118
130.25414077740174,119
197.40956139267308,120
161.67313654503087,121
100.32029391428713,122
96.36475976195048,123
148.50980505557425,124
125.80136593913822,125
188.53660443392172,126
222.42030197604876,127
164.08034553953803,128
152.19211384093512,129
95.67863478318496,130
163.05128326017976,131
172.1745129598754,132
210.56524624518877,133
151.72262285327477,134
178.36357620364186,135
174.2054220178752,136
90.36987590541557,137
203.28191246781682,138
109.36376376994043,139
232.51536507469058,140
187.96414158602715,141
165.99626153905325,142
134.95564546469896,143
146.02265544495646,144
128.2316932165906,145
134.53597370572402,146
90.40237113087207,147
180.4688478313987,148
141.2992120572021,149
93.33182696522147,150
99.09737427314607,151
185.91974238654146,152
213.89075116047997,153
163.39470879113622,154
202.97580892305794,155
147.40102210384183,156
176.38214850640117,157
